Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Emission Class
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,M6,Z,10.0,7.0,8.7,32,203,HIGH
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.7,9.0,31,212,HIGH
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201,HIGH
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.7,9.0,31,212,HIGH
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201,HIGH
MINI,JOHN COOPER WORKS,SUBCOMPACT,2.0,4,AS6,Z,9.4,7.5,8.5,33,199,MODERATE
MINI,JOHN COOPER WORKS,SUBCOMPACT,2.0,4,M6,Z,10.4,7.7,9.2,31,214,HIGH
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.7,9.0,31,212,HIGH
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201,HIGH
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.7,9.0,31,212,HIGH
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201,HIGH
MITSUBISHI,LANCER,COMPACT,2.0,4,AV6,X,8.6,6.8,7.8,36,181,MODERATE
MITSUBISHI,LANCER,COMPACT,2.0,4,M5,X,9.6,7.0,8.4,34,198,MODERATE
MITSUBISHI,LANCER,COMPACT,2.4,4,AV6,X,9.8,7.6,8.8,32,204,HIGH
MITSUBISHI,LANCER,COMPACT,2.4,4,M5,X,10.5,7.7,9.2,31,217,HIGH
MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV6,X,10.2,7.8,9.1,31,210,HIGH
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV6,X,9.2,7.1,8.3,34,191,MODERATE
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,X,9.9,7.2,8.7,32,203,HIGH
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.3,5.9,48,139,MODERATE
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7.0,5.6,6.3,45,147,MODERATE
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.2,7.5,8.4,34,193,MODERATE
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.7,8.1,9.0,31,207,HIGH
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS6,Z,11.9,8.5,10.4,27,238,HIGH
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,9.6,7.6,8.7,32,202,HIGH
MITSUBISHI,RVR,SUV - SMALL,2.0,4,M5,X,10.3,8.0,9.3,30,214,HIGH
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,10.5,8.6,9.6,29,223,HIGH
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.2,11.1,25,260,HIGH
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,269,HIGH
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13.1,9.6,11.5,25,270,HIGH
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,278,HIGH
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6.0,7.5,38,176,MODERATE
NISSAN,ALTIMA 3.5,MID-SIZE,3.5,6,AV7,X,10.3,7.4,9.0,31,212,HIGH
NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV7,X,8.9,6.3,7.7,37,181,MODERATE
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.6,10.4,12.1,23,285,HIGH
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,10.2,11.3,25,266,HIGH
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.8,10.3,12.7,22,300,HIGH
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.7,11.3,13.7,21,322,HIGH
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.0,11.2,13.3,21,313,HIGH
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.3,10.5,12.6,22,294,HIGH
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV7,Z,8.5,7.2,7.9,36,186,MODERATE
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,8.5,6.9,7.8,36,183,MODERATE
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV7,Z,8.8,7.5,8.2,34,194,MODERATE
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,M6,Z,8.9,7.5,8.3,34,194,MODERATE
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Z,9.4,8.1,8.8,32,208,HIGH
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,10.9,7.8,9.5,30,223,HIGH
NISSAN,MICRA,COMPACT,1.6,4,A4,X,8.8,6.6,7.8,36,184,MODERATE
NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.6,6.6,7.7,37,182,MODERATE
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.0,8.2,9.8,29,230,HIGH
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.2,8.3,9.9,29,232,HIGH
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.7,9.0,9.4,30,220,HIGH
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,11.9,8.6,10.4,27,245,HIGH
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,26,251,HIGH
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,12.7,9.0,11.0,26,258,HIGH
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.1,7.1,8.2,34,194,MODERATE
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.5,7.4,8.6,33,201,HIGH
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,8.0,6.1,7.2,39,167,MODERATE
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.9,6.6,7.9,36,184,MODERATE
NISSAN,VERSA,MID-SIZE,1.6,4,AV,X,7.5,6.0,6.8,42,161,MODERATE
NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,8.6,6.5,7.6,37,179,MODERATE
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Z,11.6,8.4,10.1,28,238,HIGH
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Z,12.3,8.6,10.6,27,249,HIGH
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.5,8.4,10.1,28,236,HIGH
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.3,8.7,10.7,26,251,HIGH
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,AM7,Z,12.7,9.0,11.0,26,259,HIGH
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,M7,Z,12.9,9.0,11.2,25,262,HIGH
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.7,9.2,11.1,25,260,HIGH
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,M7,Z,13.4,9.3,11.6,24,272,HIGH
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,11.9,8.7,10.5,27,245,HIGH
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,12.4,8.7,10.7,26,252,HIGH
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.2,8.7,10.6,27,250,HIGH
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.5,8.9,10.9,26,255,HIGH
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,11.7,8.5,10.2,28,240,HIGH
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M7,Z,12.3,8.7,10.7,26,251,HIGH
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.9,8.8,10.5,27,246,HIGH
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.5,9.0,10.9,26,257,HIGH
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,AM7,Z,12.7,9.2,11.1,25,260,HIGH
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,M7,Z,13.0,9.2,11.3,25,265,HIGH
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.1,9.4,11.4,25,268,HIGH
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,M7,Z,13.4,9.3,11.6,24,272,HIGH
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,12.2,8.9,10.7,26,251,HIGH
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Z,12.7,8.9,11.0,26,258,HIGH
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.5,9.1,11.0,26,257,HIGH
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.9,9.2,11.2,25,262,HIGH
PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM7,Z,16.0,11.5,14.0,20,329,HIGH
PORSCHE,911 GT3RS,TWO-SEATER,4.0,6,AM7,Z,16.3,11.8,14.3,20,334,HIGH
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,AM7,Z,12.3,8.9,10.8,26,253,HIGH
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,M7,Z,12.9,9.0,11.1,25,261,HIGH
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,AM7,Z,12.8,9.3,11.2,25,260,HIGH
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,M7,Z,13.1,9.2,11.4,25,267,HIGH
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,278,HIGH
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,278,HIGH
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,278,HIGH
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,278,HIGH
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,217,HIGH
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,232,HIGH
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5,30,222,HIGH
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,M6,Z,12.1,8.9,10.7,26,250,HIGH
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,230,HIGH
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,245,HIGH
PORSCHE,BOXSTER SPYDER,TWO-SEATER,3.8,6,M6,Z,13.1,9.9,11.6,24,272,HIGH
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,13.5,9.7,11.8,24,277,HIGH
PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3.0,6,A8,D,11.2,8.4,9.8,29,270,HIGH
PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,A8,Z,14.8,10.4,12.8,22,300,HIGH
PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,A8,Z,14.3,9.6,12.2,23,286,HIGH
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.2,20,334,HIGH
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,16.9,11.2,14.3,20,336,HIGH
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,217,HIGH
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,232,HIGH
PORSCHE,CAYMAN GT4,TWO-SEATER,3.8,6,M6,Z,13.3,10.1,11.8,24,277,HIGH
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5,30,222,HIGH
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,M6,Z,12.1,8.9,10.7,26,250,HIGH
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,230,HIGH
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,245,HIGH
PORSCHE,MACAN S,SUV - SMALL,3.0,6,A7,Z,13.7,10.3,12.2,23,285,HIGH
PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A7,Z,14.2,10.1,12.3,23,287,HIGH
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26,255,HIGH
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,9.7,12.7,22,298,HIGH
PORSCHE,PANAMERA S,FULL-SIZE,3.0,6,AM7,Z,13.4,8.8,11.4,25,267,HIGH
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,25,262,HIGH
PORSCHE,PANAMERA 4S,FULL-SIZE,3.0,6,AM7,Z,13.4,8.8,11.4,25,267,HIGH
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3.0,6,AM7,Z,13.7,8.9,11.5,25,271,HIGH
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,300,HIGH
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,303,HIGH
PORSCHE,PANAMERA TURBO S,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,300,HIGH
PORSCHE,PANAMERA TURBO S EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,303,HIGH
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9,24,279,HIGH
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.4,13.6,16.8,17,279,HIGH
RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,9.3,11.3,25,264,HIGH
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12.0,14.8,19,348,HIGH
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.8,10.9,13.6,21,319,HIGH
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.6,8.4,10.2,28,272,HIGH
RAM,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.3,8.0,9.8,29,264,HIGH
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22,294,HIGH
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.5,14.5,17.8,16,296,HIGH
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.7,12.7,15.4,18,362,HIGH
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,11.5,14.1,20,330,HIGH
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,12.1,8.8,10.6,27,283,HIGH
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.1,9.8,29,231,HIGH
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,373,HIGH
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,373,HIGH
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.9,12.7,17.2,16,403,HIGH
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20.7,12.9,17.2,16,404,HIGH
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.9,12.7,17.2,16,403,HIGH
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.9,17.2,16,404,HIGH
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,18.8,11.8,15.6,18,367,HIGH
SCION,FR-S,MINICOMPACT,2.0,4,AS6,Z,9.6,7.0,8.4,34,197,MODERATE
SCION,FR-S,MINICOMPACT,2.0,4,M6,Z,10.9,7.9,9.6,29,224,HIGH
SCION,iM,MID-SIZE,1.8,4,AV7,X,8.3,6.3,7.4,38,173,MODERATE
SCION,iM,MID-SIZE,1.8,4,M6,X,8.6,6.6,7.7,37,180,MODERATE
SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.6,9.0,31,211,HIGH
SCION,tC,COMPACT,2.5,4,M6,X,10.2,7.7,9.0,31,210,HIGH
SMART,FORTWO CABRIOLET,TWO-SEATER,0.9,3,AM6,Z,7.5,6.1,6.9,41,157,MODERATE
SMART,FORTWO COUPE,TWO-SEATER,0.9,3,AM6,Z,7.5,6.1,6.9,41,157,MODERATE
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,9.6,7.0,8.4,34,197,MODERATE
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,10.9,7.9,9.6,29,224,HIGH
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV8,Z,10.2,8.5,9.4,30,222,HIGH
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,9.6,7.5,8.7,32,204,HIGH
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.6,8.4,9.6,29,227,HIGH
SUBARU,IMPREZA AWD,COMPACT,2.0,4,AV6,X,8.5,6.4,7.6,37,177,MODERATE
SUBARU,IMPREZA AWD,COMPACT,2.0,4,M5,X,9.5,7.0,8.4,34,197,MODERATE
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,AV6,X,8.5,6.4,7.6,37,177,MODERATE
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,M5,X,9.5,7.0,8.4,34,197,MODERATE
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV6,X,9.0,6.5,7.9,36,185,MODERATE
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,10.7,7.8,9.4,30,220,HIGH
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.2,10.2,28,239,HIGH
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV6,X,9.3,7.1,8.3,34,196,MODERATE
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,11.0,8.2,9.7,29,228,HIGH
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,12.0,8.6,10.5,27,246,HIGH
SUBARU,WRX,COMPACT,2.0,4,AV8,Z,12.5,9.5,11.2,25,254,HIGH
SUBARU,WRX,COMPACT,2.0,4,M6,Z,11.3,8.4,10.0,28,233,HIGH
SUBARU,WRX,COMPACT,2.5,4,M6,Z,13.8,10.2,12.2,23,285,HIGH
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,AV6,X,9.1,7.0,8.1,35,191,MODERATE
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,10.2,7.7,9.1,31,214,HIGH
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2.0,4,AV6,X,7.9,6.9,7.5,38,175,MODERATE
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.2,11.1,12.8,22,298,HIGH
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.2,11.1,12.8,22,298,HIGH
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.4,7.6,9.7,29,225,HIGH
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.4,6.7,8.2,34,192,MODERATE
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.0,7.7,9.5,30,222,HIGH
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.5,6.0,5.7,50,134,MODERATE
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,5.7,6.0,5.9,48,137,MODERATE
TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.6,37,179,MODERATE
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.2,6.2,7.3,39,171,MODERATE
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,7.9,6.1,7.1,40,166,MODERATE
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.4,6.4,7.5,38,174,MODERATE
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.7,5.6,6.8,42,160,MODERATE
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,7.7,6.0,6.9,41,162,MODERATE
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,12.5,9.3,11.1,25,260,HIGH
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,13.0,9.8,11.6,24,272,HIGH
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.6,8.4,8.5,33,198,MODERATE
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,8.4,8.3,8.4,34,195,MODERATE
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.5,63,104,LOW
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.5,5.1,4.7,60,111,LOW
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.4,5.8,5.6,50,131,MODERATE
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.1,7.7,9.0,31,212,HIGH
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.5,8.2,9.5,30,220,HIGH
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,6.9,7.6,7.2,39,169,MODERATE
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,10.0,7.6,8.9,32,208,HIGH
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,10.6,8.1,9.4,30,220,HIGH
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.8,14.0,16.6,17,382,HIGH
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,13.0,9.5,11.4,25,267,HIGH
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.4,10.2,12.5,23,290,HIGH
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.0,10.0,11.1,25,261,HIGH
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,12.6,10.0,11.4,25,267,HIGH
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.5,11.7,24,274,HIGH
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.4,11.4,11.9,24,279,HIGH
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.1,10.5,11.9,24,280,HIGH
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.6,11.2,12.5,23,292,HIGH
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300,HIGH
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,12.3,14.3,20,335,HIGH
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.3,13.0,15.4,18,360,HIGH
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,12.9,15.1,19,351,HIGH
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.2,14.1,16.3,17,380,HIGH
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,11.6,9.0,10.4,27,244,HIGH
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.5,9.0,10.9,26,256,HIGH
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,11.6,9.2,10.5,27,241,HIGH
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,12.8,9.3,11.3,25,263,HIGH
TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,7.2,5.6,6.4,44,151,MODERATE
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,7.6,5.7,6.7,42,157,MODERATE
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,7.8,6.6,7.3,39,170,MODERATE
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,7.7,6.3,7.1,40,165,MODERATE
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.6,7.0,8.4,34,196,MODERATE
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.5,6.9,8.4,34,196,MODERATE
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,9.6,7.0,8.4,34,196,MODERATE
VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4,AS6,X,9.7,7.5,8.7,32,203,HIGH
VOLKSWAGEN,CC,COMPACT,2.0,4,AM6,Z,10.7,7.7,9.3,30,217,HIGH
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.3,6.5,8.1,35,189,MODERATE
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.4,8.0,35,187,MODERATE
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,X,9.5,7.2,8.5,33,198,MODERATE
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,M6,X,9.4,6.9,8.3,34,193,MODERATE
VOLKSWAGEN,GOLF R,COMPACT,2.0,4,AM6,Z,10.4,7.9,9.3,30,216,HIGH
VOLKSWAGEN,GOLF R,COMPACT,2.0,4,M6,Z,10.9,7.7,9.4,30,220,HIGH
